,text
10,荣氏家族第三代传人荣海兰
11,工作间
12,名门野蛮女
13,最适合Office 的美妆品
14,再也不做
15,工作丑女
16,整出绝世
17,早春流行
18,开运美鼻
19,2006运动时装
20,早知道
21,新风格
22,成功女人走出生命挫折
23,我没赢的那一次
24,懒其所懒爱其所爱
25,花样美帽
26,把生命浪费在
27,时尚杂志2008年第01期总第262期
28,IssN1005-1988
29,01>
30,美好的事物上
31,www .cosmo.trends.com.cn
32,9771005198009
33,1005-198(国际标准刊号CN11-3327/O(国S
34,34
0,時C
1,FEBRUARY 200 
2,4天
3,尚
4,以力情人
5,会pu
6,不能不玩的爱情游
7,2月号发代号:46-199
8,独家专访
9,妮可基德
10,汤唯:色无
11,女人40
12,必须的
13,时装高手
14,距离
15,艳色法则
16,多少公
17,12
18,位精英男人枕边书
19,那些让我
20,无法忘怀
21,的女人
22,长短搭酒
23,平衡
24,积极保养心理学
25,醉魅情人妆
26,女人写给女人的信
27,逃离职场
28,火海的代价
29,让我们再次
30,年度
31,15510051
32,相信爰
33,www .cosmo.trends.com.c
34,9771005198009
35,35
0,便携本优惠价
1,15
2,MARGH 2008 
3,尚
4,版权合作
5,王家卫
6,用一辈子
7,打开自己
8,3月号邮发代号46199
9,你梨印
10,林燕妮
11,梦想
12,误会给我更
13,漫不经心
14,大的自由
15,做美女
16,COSMO 男人硬件大调查
17,什么男人最棒
18,8
19,类单品
20,决胜衣橱
21,2
22,再见工作肥胖
23,美容效率
24,最化
25,让职业春
26,15年
27,新奢华养发风
28,多富有才能
29,哈2008第0期总第265
30,issn1005-1988
31,消费艺术
32,19
33,no .trends.com.cn
34,ssn1005-1988(国际标准刊号C3
35,号定价:￥20K$3
36,36
0,APRIL 200 
1,杨紫
2,女人不怕
3,11
4,月号邮发代号:46199
5,玛歌
6,独家专访李少红
7,奥斯卡香颂天
8,耐得住寂寞
9,的红楼梦
10,男人食色
11,高难图案
12,易穿搭配
13,不做情场
14,拉登
15,女性大学堂:
16,成就旅
17,GoodGreat 
18,短程的
19,白底妆新
20,你的名牌手袋
21,会升值吗?
22,节真心话
23,0种方案穿出
24,人自曝20个爱的谎言
25,尚
26,15500
27,异城现代派
28,.
29,www .cosmo.trends.com.
30,977100-198009
31,利号-国定价:￥20车
32,32
0,COS 
1,JTAN 
2,MAY 2008 
3,大
4,COSMCPOLITAN 
5,版权合作
6,国家大剧设计师
7,保罗·安德鲁
8,建筑物是平民的荣誉
9,5月号邮发代号419
10,至少还有
11,陈奕迅
12,《赤壁》外景地独家曝光
13,赵薇:我的内心
14,不必女扮男装
15,为什么男人
16,更容易找到新次
17,30岁改行晚不晚
18,美女不需要被拯救
19,40
20,款演绎大热
21,美国风
22,多元防晒全攻略
23,2008
24,纤体新趋
25,时装高级情色
26,时尚杂志2008年第07期总第268期
27,ISN1005-1988
28,.cosmo.trends.com.c
29,9771005198009
30,5-1988(国际标准刊号C11-3327/GO国内号)时尚EOSM
31,31
0,COS 
1,JUNE 2008 
2,莫文蔚
3,我的心是一个
4,保险箱
5,月号邮代号
6,要不要拿
7,外国身份
8,摩登印花裙
9,Highlight 
10,网购潮衣
11,突破6个
12,夏形术
13,性爱禁忌
14,什么文凭还管用?
15,夏发色戒
16,伊莎贝尔阿妮
17,有权衰老是种幸福
18,期
19,15N1005-1988
20,零负担优雅度假
21,36计提升装度假装行李装箱妙计跟着美妆旅行
22,www .cosmo.trends.com.cn
23,m标行(国内一号价:￥2030
24,24
0,n
1,JULY 2008 
2,7月号发代
3,M精彩专访
4,传奇女人邓文迪
5,Yourse 
6,犯or不犯贱
7,与人心理较量
8,像波伏娃样时髦
9,Mix but not Match 
10,锦添
11,30招提升搭配精彩度
12,个男人的红楼梦
13,郎
14,清极简美妆
15,热夏度假方案
16,跳槽之前选同司
17,Power of women 
18,5.12女性的力量
19,200年第0期
20,155N1001
21,从我感动到我相信打造可持续的凝聚力
22,s100际标准国内一号定价:￥2030
23,23
0,時C
1,尚
2,AUGUST 2008 
3,本与美写
4,合作
5,8月号邮发代号699
6,尚
7,麦当娜感谢所有
8,性感
9,爱我恨我的人
10,一种最酷的万量
11,100个最值得
12,中国时尚创意
13,拥有的经典美妆
14,产业风云对话
15,奥运女性见时代分享
16,全球COSVIO 编
17,十年谈爱一生谈
18,90岁男人的爱宴
19,普鲁斯特性问卷
20,5个妙方打理衣橱
21,na新浪尚品http :/ /style.sina.com.cn/
22,时电年
23,155N1005-1988
24,001980
25,国内定价:￥20
26,26
0,FCOS 
1,時
2,AUGUST 2008 
3,本与美写
4,合作
5,8月号邮发代号6199
6,尚
7,麦当娜感谢所有
8,刘若英我是
9,爱我恨我的人
10,刘若英的扮演者
11,100个最值得
12,中国时尚创意
13,拥有的经典美妆
14,业风云对话
15,奥运女性见光
16,全球COSV上
17,年谈爱一生谈情
18,90岁男人的爱情盛宴
19,普鲁斯特性问
20,15个妙方打理衣橱
21,sna新浪尚http ://style..sina.com.cn
22,时电年第期
23,15N1001
24,97001980
25,100-(国际标准3国价:￥20g30
26,26
0,寺C0
1,時
2,OLITAN 
3,尚
4,AUGUST 2008 
5,本与美写
6,合作
7,尚
8,8月号邮发代号6199
9,麦当娜感谢所有
10,周迅爱情是我
11,爱我我的人
12,做过的最好的事
13,100个最值得
14,中国时尚创意
15,拥有的经典美妆
16,产业风云对话
17,奥运女性见分享光
18,全球COSVO 主编
19,年谈爱一生谈
20,岁男人的爱情宴
21,普鲁斯特性卷
22,个妙方打理衣橱
23,sna新浪尚品://style.sina.com.cn
24,时电年第
25,5N18
26,700-19
27,国内定价:￥2030
28,28
0,OLITAN 
1,Male 
2,AUGUST 2008 
3,本与美写
4,合作
5,8月号邮发代号469
6,尚
7,麦当娜感谢所有
8,胡军人生
9,爱我恨我的人
10,是一场大白话
11,100个最值得
12,中国时尚创意
13,拥有的经典美妆
14,产业风云对话
15,奥运女性见时代分荣光
16,全球COSMO 主编
17,十年谈爱一生谈情
18,2090人的爱情宴
19,普鲁斯特性问卷
20,15个妙方打理衣橱
21,na新浪尚品http ://style.sina.com.cn
22,时年期
23,1N1018
24,0-国际标准c
25,o3
26,26
0,AN 
1,SEPTEMBER 
2,2008
3,合作
4,成龙+范水冰
5,动之舞
6,9月号
7,孟广美
8,独家告白
9,少还有我
10,至少我还有我自
11,你在男人眼里
12,色衰了吗?
13,2
14,款升级
15,肌肤水库
16,激光:瑕终结都
17,08秋冬人潮流
18,秋冬彩妆新趋势
19,新精英女性形象
20,揭秘西好坞神秘活
21,男人性爱恼电图
22,场要不要不择手段
23,全球10大城
24,单女快乐
25,时杂200年第期总第27期
26,ss100-1988
27,13
28,I love my 
29,s10-国际标准号-332
30,定价:￥20MK30
31,31
0,OCTOBER 
1,2009
2,本刊与美国
3,权合作
4,0月号邮发代号61
5,声》预热
6,女人有思想
7,女人有思想
8,李水冰、黄张予:
9,才有气场
10,每个人心中都有课重
11,电影杜拉拉时尚大揭密
12,甩了甩了甩了他!
13,徐静蕾联手
14,《欲望都市》造型师
15,洞悉男人没那么喜欢你的19个信号
16,亲历高潮实验室
17,本期客座:
18,秋冬媚惑必备
19,明星经济学家郎咸平
20,1款潮流新装+4大配饰风向+俄罗斯奢侈
21,必知!化妆品的
22,0大常识VS非常识
23,位超模向你
24,养护8天
25,坦白瘦身秘密
26,宅女变身
27,COSMO 全球探访:名宅女传人
28,国庆60周年特别策划
29,时尚杂志2009年第1期总第296期
30,我们选择中国
31,iss1005-1988
32,19
33,www .hicosmo.com
34,9771005198092
35,ss1005-1988国际标准刊号C-3327(国内统一刊号定价:￥20hk30
36,36
0,時
1,OLTAN 
2,NOVEMBER2009 
3,( COSMOPOLIT
4,版权合作
5,林志玲
6,真爱可以穿越时空
7,11月号邮发代号46-199
8,90后谁是天后
9,因为咸性所
10,男人什么时候才玩够
11,淘宝
12,顶级化妆师
13,大时髦元
14,的化妆箱
15,穿酷感职业装
16,15
17,亚洲女性
18,抗老黄金法则
19,装精让皮装也性感
20,提升你的
21,职场能见度
22,ive Your Life Alive 
23,活得投入才能活得漂亮
24,时尚杂志2009年第21期总第30
25,sN1005-1988
26,www .hicosmo.com
27,9771005198092
28,SSN1005-1988(国际标准
29,29
0,時
1,DECEMBER2009 
2,尚
3,COSMOPOLITAN 》
4,版权合作
5,蒋友柏
6,俞悦创意蒋生活
7,碧昂丝
8,巧克力美人
9,12月号邮发代号46-199
10,独家专访
11,最热门
12,毛泽东外孙女孔东梅
13,舒压保养法
14,巴黎/东/台北/上海
15,走出神话回归平凡
16,求精致女人的美丽生活
17,巩俐
18,告别代购
19,霸气之舞
20,美妆新品牌
21,大公开
22,年末时装
23,精明购物法则
24,穿出Gentlewoman 范儿
25,Q个时刻变身
26,兽性女人
27,直击“索吻门”女主角
28,我吻的是欲望
29,不是寂寞
30,长赢人的秘密
31,时尚杂志2009年第23期总第302期
32,Iss1005-1988
33,在陌生的世发现新的自己
34,www .hicosmo.com
35,9771005198092
36,ssn1005-1988(国际3327/G国内统一刊号定价:￥20hk$30
37,37
0,COS 
1,合
2,郭品品
3,不想再
4,1月号邮发代号13
5,一个人跳舞
6,金融危机特别策划
7,精明女白领
8,林”
9,斯丽·约翰逊
10,过“冬计划
11,奥巴马的
12,18个贴身秘密
13,探索我行
14,有型大衣型格穿法
15,39
16,件
17,山时尚从“抄”到“超”
18,新年最值得
19,期待的单品
20,删
21,改变肌肤
22,命运的精华素
23,年轻爆发
24,ISN10051988
25,2009青春女性势力榜
26,0
27,www .cosmotrends.com.cn
28,9776
29,标号
30,价￥2030
31,31
0,COS 
1,TAN 
2,FEBRUARY 2009 
3,本刊与美国
4,COSMOPOLITAN 
5,版权合作
6,林志玲
7,美人打败江山
8,2月号邮发代号:46-199
9,安妮海瑟威
10,只要真爱的公主
11,首届年度时尚
12,小梅兰芳
13,女性论坛精彩实录
14,余少
15,未被太
16,他喜欢什么礼物
17,2潮流
18,逆势美丽
19,揭密男人性”敏感带
20,日系美妆精品淘
21,什么妆容令他
22,热血沸腾?
23,12条经济危机
24,时尚杂志2009年第3期总第282期
25,IssN1005-1988
26,衣橱救援法则
27,03
28,www .cosmotrends .com.cn
29,9771005198092
30,ssn1005-18t国际标准刊号)C1-3327/(国内COSMO 
31,31
0,時
1,COS 
2,LITAN 
3,MARCH 2009 
4,合
5,爱情士兵情人团
6,晨、段奕宏
7,张、陈思成
8,3月号邮发代号19
9,全球粉色新势力
10,小佳
11,风情凌厉
12,时尚圈贱者生存
13,像男人一样做爱
14,Little luxury 
15,小奢侈大加分
16,2009
17,的时尚秘诀
18,妆容潮流预报
19,最医学保养品热
20,15款
21,被误用的
22,2
23,美肤品
24,OOSO时装编辑
25,新季梦想清
26,COSMO 新3F精神
27,时尚杂志200年第5期24期
28,ss1005-1988
29,Forgive orget 
30,www .hicosmo.com
31,771001
32,10(m际标准号-(国一号定价:￥20s30
33,33
0,TAN 
1,APRIL 2009 
2,本刊与美国
3,版权作
4,Gossip 
5,布莱克莱弗利
6,绯闻少女的私生活
7,4月号邮发代号4
8,谢瑞麟集团女接班
9,婚后独家告白
10,谢邱安仪:
11,周慧敏:
12,爱情让我走到台前
13,那不是一件天大的事
14,女人必经花心期
15,9个大牌经典款
16,格子条纹圆点
17,现在头永远穿
18,时髦新穿法
19,O8小时
20,美妆防脱术
21,培养肌肤钝感力
22,break 城市减压
23,寻找俗世里的暖乡
24,新择邻时代
25,大单女创意居住方式
26,男人通过什么了解女人
27,全面揭秘修饰身材搭配秘笈
28,ssN1005-1988
29,天下没有完美身材
30,www .hicosmo.com 
31,9771005198092
32,SN1005-1988(国际标准刊号CN1-3327/GO(国内统一刊号)定价:￥20hK$30
33,33
0,時C
1,QUTAN 
2,MAY 2009 
3,尚
4,COSMOPOLITANY 
5,版权合作
6,李嘉欣
7,用婚姻终结谣言
8,佩内洛普·克鲁兹:
9,5月号邮发代号:46-199
10,不再用绯闻征服世界
11,老外来中国
12,陆川:
13,《南京!南京!》
14,就变
15,成就我的野心
16,雕琢比基尼美人
17,COSMO 新式母爱
18,做母亲更要做自己
19,愈低迷愈灿烂
20,升级春夏裤套装
21,2009
22,剔除防晒死角
23,新文艺复兴
24,秋冬时装周
25,时尚杂志2009年第9期总第288期
26,Iss1005-1988
27,平民富翁时代
28,www .hicosmo.com
29,9771005198092
30,ssn1005-1988(国际标准刊号)CN11-3327/G(国内统一刊号)定价:￥20hK$30
31,31
0,COS 
1,時
2,OLITAN 
3,JUNE 2009 
4,尚
5,版权合作
6,奥黛莉·塔图
7,像可可香奈儿一样
8,6月号邮发代号46-199
9,倪震
10,女人要会
11,情场中没有高手
12,慢性诱惑
13,美国华人女市长谢兰
14,创意Design 
15,在男人主宰的
16,世界里行走
17,让家有记忆
18,美容私体验
19,职场着装
20,最难忘的面部护理
21,裸露法则
22,正在消失的
23,兄弟姐妹
24,夏日无油无虑
25,精致休闲装
26,旅途时髦大赢家
27,时尚杂志2009年第11期总第290期
28,issN1005-1988
29,全球定制奢侈度假
30,www .hicosmo.com
31,9771005198092
32,s1005-1988(国际标准刊号C11-3327/O(国内统一刊号定价:￥20hK$30
33,33
0,C
1,JULY 2009 
2,版权合作
3,我
4,7月号邮发代号46-199
5,萨尔玛·海耶克
6,COSMO 新女权
7,42岁的灰姑娘
8,王若琳
9,的姿态
10,我承担得起沧桑
11,男人在算计什么
12,叽肤细节
13,北京上海香港纽约
14,定风情段位
15,最新空中酒吧、泳池
16,在屋顶上狂欢!
17,夏日清凉次正装
18,尚一湖
19,光泽紧致弹性健康
20,传统+创意=
21,新潮职业混搭人
22,寻找你的性感体重
23,时尚杂志2009年第13期总第292期
24,当红明星示范+服装视觉减肥+3D塑身方案
25,ss1005-1988
26,www .hicosmo.com
27,198国际标准刊号1-332
28,定价:￥20HK$30
29,29
0,COSI 
1,AUGUST 2009 
2,版权合作
3,Maggie Q 
4,用身体改变世界
5,New Funny 精神
6,"邦德纲、周立波,汪"
7,8月号邮发代
8,徐峰谢娜姚晨
9,6周年特别策划
10,黄䶟、林俊杰
11,宁浩、歌弟
12,阿雅
13,100条
14,时尚恶魔原则
15,揭秘男人14个
16,个趣味真相
17,全球COSMO 票选
18,让时装快的
19,最性感男
20,N种式
21,男色美妆异体验
22,保养品能
23,打败时间吗?
24,我的N活
25,个人的
26,性生活
27,Make Every COSMO Day 
28,让每天都COSMO 
29,时尚杂志2009年第15期总第294期
30,issn1005-1988
31,www .hicosmo.com
32,9771005198092
33,ssn1005-198国际标准刊号-3327/(国内统一刊号定价:￥20K$30
34,34
0,TAN 
1,SEPTEMBER 2009 
2,版权合作
3,赵薇
4,援湖
5,9月号邮代号-19
6,专访“孕”味李湘
7,不能按别人的期望
8,女白领亲历分享
9,扭曲自己
10,跨国相
11,时装团队匈牙利巨制
12,回溯优雅
13,金融女掌门
14,告诉你的财富秘密
15,美商BQ测
16,你离大美远
17,COSMO 编辑趋势私享
18,40
19,件秋冬必备
20,潮流单品
21,睡姿揭露性秘密
22,Fashio 死穴:
23,to个性orto
24,别让坏表情
25,世新消
26,毁掉脸
27,时尚杂志2009年第17期总第296期
28,IN1005-1988
29,www .hicosmo.com
30,9771005198092
31,SN1005-1988(国际标准刊号)C11-3327/G(国
32,32
0,SEPTEMBER 2009 
1,版权合作
2,赵薇
3,像化江湖
4,9月号
5,独家专访“孕”味李湘
6,不能按别人的期望
7,女白领亲历分享
8,扭曲自己
9,跨国相亲
10,时装团队匈牙利巨制
11,回溯优雅
12,金融女掌门
13,告诉你的财富秘密
14,美商BQ测验
15,你离大美女有多远
16,COSMO 编辑趋势私享
17,40
18,件秋冬必备
19,潮流单品
20,睡姿揭露性秘
21,Fashion 死穴:
22,to个性orto品位
23,别让坏表情
24,毁掉脸
25,时尚杂志2009年第17期总第296期
26,IssN1005-1988
27,www .hicosmo.com
28,9771005198092
29,1SSN1005-1988(国际标准刊号)C11-3327/G(国内统一刊号)定
30,号定价:￥20HK$30
31,31
0,CO
1,OLITAN 
2,OCTOBER2010 
3,本刊与美国
4,COSMOPOLITAN )
5,版权合作
6,最蹿红最青春最人气
7,Angelababy 
8,10月号邮发代号46-199
9,专访台湾最火爆两性情感博主
10,不做公主
11,我是女王
12,秋冬最值得购买的
13,凯特·哈德森
14,美心的恋爱证据
15,20
16,潮流
17,宅出好男人
18,单品
19,言承旭/彭于晏…
20,复古伞裙亮片外套
21,驼色大衣
22,秋冬染发最潮色
23,COSMO &THESINGLE GIRL 
24,底妆巧妙换季
25,单女性魅力
26,享受
27,升级指南
28,“水慕丝”
29,时光!
30,慢性炎症
31,肌肤衰老最高危机
32,职场裤装
33,必须酷!
34,时尚杂志2010年第19期总第322期
35,Iss1005-1988
36,野性之美
37,771005198108
38,1005-1988(国际标准刊号)CN11-3327/O(国内统一刊号)定价:￥20hK$30
39,39
0,時
1,OLITAN 
2,NOVEMBER2010 
3,本刊与美国
4,版权合作
5,高圆圆
6,"保守,再见"
7,11月号邮发代号:46-199
8,潮爆国际
9,蔡康永陈冠希彭浩翔
10,90小天后
11,关于男人的
12,个经典误解
13,棒针毛衣巧搭配
14,温度风度时髦度
15,打破职场
16,乏味着装
17,何时出手
18,千元以上保养品
19,28招乐享
20,马艳丽/艾敬孔维/牛尔
21,潮人酷生活
22,10
23,Issue 
24,都市猎酷男
25,疯狂情侣
26,疯狂爱
27,为了撞鬼去旅行
28,时尚杂2010年第21期总第324期
29,iss1005-1988
30,9771005198108
31,1-198际标准-332国内统一刊号定价:￥20k$30
32,32
0,DECEMBER2010 
1,合作
2,陈道
3,你可以叫我叔
4,12月号邮发代号46-199
5,山楂树之恋
6,主演周冬雨&实骁
7,物质时代
8,迷恋纯爱
9,年度加攻略
10,只谈情不上床
11,他对你是真心吗?
12,2011
13,NEW BASICS 
14,春夏时装周
15,时装新基款
16,潮流预告
17,性感宝贝一周养成计划
18,帮女人买衣服的男人
19,情场抢手货
20,高端餐礼仪
21,外籍华裔男
22,件装
23,16位
24,时尚达人
25,2010我
26,私购分享
27,时尚杂志2010年第23期32
28,issn1005-1988
29,Best Buy 
30,971005198108
31,www .hicosmo.com
32,G国内统一刊号)
33,定20HK$30
34,34
0,COS 
1,時
2,OLITAN 
3,JANUARY2010 
4,本刊与美国
5,CCOSMOPOLITAN 
6,版权合作
7,章子怡
8,越来越柔软
9,1月号邮发代号6-199
10,最奢侈的不是自由是自主
11,Bossa Nova 天后
12,小野丽莎音乐很乖我不乖
13,男人不爱灰姑娘
14,全新实用刊中刊
15,COSMO 解析户对升级版
16,让每一天都COSMO 
17,时装打造新形象
18,场情场性爱进阶典
19,Happy New You 
20,50
21,N条
22,美容潜规则
23,找到最Right 的保养品
24,职场针织衫大变身
25,跨出国门
26,找工作
27,YOUNG &
28,2010年轻势力榜
29,时尚杂志2010年第1期总第304期
30,issn1005-1988
31,明星时尚
32,.com
33,9771005198108
34,SN1005-1988国际标准刊号CN11-3327/G国内统一刊号定价:￥20HK$3
35,35
0,時
1,OLITAN 
2,FEBRUARY2010 
3,尚
4,本与天
5,版权合作
6,梅根·福克斯
7,精神比肉体更sexy
8,吴彦祖
9,子既扁平又无聊
10,2月号邮发代号46-199
11,梁文道客座
12,爱情是迎向他者的冒险
13,朱哲琴/金韵蓉严旭/妮徐
14,花多少钱也听不到
15,COSMO 女性梦想课
16,学穿燃情装
17,性感保暖+办公室风情装
18,+衣橱性感升温8法则
19,击年轻肌肤老问题
20,大爱可以晚
21,别让美容流言
22,变箴言
23,Girl Guy Gay 
24,跟女艺术家学挂画
25,时装3G时代
26,全球热门
27,新妆容让男人上瘾
28,情人旅店
29,女人过瘾
30,SMO新
31,时尚杂志2010年第3期总第306期
32,有剩有女人
33,ssN1005-1988
34,www .hicosmo.com
35,1005-1988(国准号)CN11-3(国内统一刊号定价:￥2
36,号定价:￥20hK30
37,37
0,)
1,0
2,OUTAN 
3,MARCH2010 
4,杰西卡·阿尔芭
5,我的丈夫与闺蜜无关
6,承旭
7,3月号邮发代号46-199
8,藏在熟女禁猎区
9,不买房一族的创意生活
10,当爱情没有房产证
11,谢霆锋妹妹
12,谢婷婷
13,外壳辣椒心
14,COSMO 编辑亲身出镜
15,夹克/风衣/猎装
16,在办公室扮酷
17,2010春夏
18,揭秘全球顶尖
19,潮流首映礼
20,时装学府
21,两周去除肌肤敏感
22,预约盛夏美臀
23,此生必去的
24,秘境之旅
25,再见!法令纹
26,男现神
27,都什么
28,Soft 
29,16条女性必备软资本
30,杂志2010年第5期总第308期
31,IsN1005-1988
32,www .hicosmo.com
33,SSN1005-1988(国际标准刊号)
34,定价￥20HK$30
35,35
0,TAN 
1,APRIL2010 
2,本刊与美国
3,《COSMOPOLITAN 
4,版权合作
5,桑德拉·布洛克
6,我希望在每部电影中裸体
7,黄晓明
8,4月号邮发代号46-199
9,热身世博城际Party 
10,关好你的艳照门
11,“兽兽”接受COSMO 
12,独家专访
13,徐静蕾式杜拉拉
14,宅女达人
15,越旺
16,牛仔/透视/运动
17,跨越OL着装雷区
18,大法则时装减龄
19,职好吃回头草
20,比整容更加立竿见影
21,定制面色打底衫
22,Club潮男告诉你
23,迷失在
24,夜店潜规则
25,自然中的家
26,高效使用
27,精华素的机密
28,你可以不恋爱
29,50句时装大师疯话一告诉你
30,但一定要约会
31,的秘密
32,时尚杂志2010年第7期总第310期
33,Iss1005-1988
34,www .hicosmo.com
35,9771005198108
36,sN1005-1988(国际标准刊号)CN1-3327/(国内统一刊定价:￥20hK$3
37,37
0,TAN 
1,MAY2010 
2,( 
3,版合作
4,钟楚红复出
5,5月号邮发代号46-199
6,演绎时尚梦幻
7,贝外甥女林简女何启么孙女
8,曼哈顿华裔名门女
9,起点高也要打天下
10,时祛则
11,人是是钢
12,花心男人
13,脚踩船的把戏
14,职场拒绝
15,裸色、军绿色、大地色
16,安乐死
17,春夏Hot流行色
18,草根改变时尚圈
19,夏日美背
20,不嫁M
21,不做M
22,性感出镜
23,深度保养
24,到底有多深
25,世博CQS0攻略
26,时尚郎世博
27,时尚杂志2010年第9期总第312期
28,ss1005-1988
29,www .hicosmo.com
30,9771005198108
31,s1005-18(国际标准刊号C-3327(国内统一刊号)定价:￥20hKs30
32,32
0,JUNE2010 
1,COSMOPOLITANY 
2,版权合作
3,芭蕾公主谭元元
4,我是牛活中的
5,超速跑车女郎
6,红楼梦
7,6月号邮发代
8,精华班底创意演绎
9,《欲望都市2》全球热映
10,潜伏在职场红楼
11,莎拉杰西卡帕克:
12,关于欲望的4个谣言
13,种面试装
14,赢得老板超级好感
15,冰镇化妆品的误
16,MAN 
17,方文山:我只有1/7老灵魂
18,如何炎热
19,世界杯策划:
20,男人在情场中的攻与守
21,不脱妆?
22,客座蔡澜:玩物养志
23,风格改造
24,个恋爱达男
25,让家更清凉
26,给女人的情爱建议
27,夏日轻牛仔
28,旅游狂欢节
29,苏梅参加满月派对去里斯本体验狂欢
30,时尚杂志2010年第总第314
31,ISSN1005-1988
32,去内华达品味火祭节去伊斯坦布尔赏玩郁金香
33,www .hicosmo.com
34,97100198108
35,利号13327/C(国内统一刊号)定价:￥20hk$30
36,￥20Hk$30
37,37
0,時
1,限量版
2,JULY2010 
3,版权合作
4,3D姚晨
5,成长和蜕变
6,丽·泰勒
7,7月号邮发代号:46-199
8,美国传奇姐妹花
9,赵小兰赵安吉
10,人生90%是参
11,韩麻辣女作家南仁淑
12,嫩肤、焕肤、紧肤、
13,女人是男人的
14,透明质酸射、BOTO
15,升级版
16,COSMO 美容编辑
17,亲历医学美容
18,14
19,4
20,要不要嫁
21,“怪蜀黍
22,一与老男人
23,医生早餐
24,谈恋爱必读
25,挑伐亚洲禁忌色
26,平底鞋时髦态度
27,p
28,时尚杂志2010年第13期总第316期
29,ss1005-1988
30,.com
31,..com
32,9771005198108
33,ssn1005-1988(国际标准刊号C3327/G国内统一号定价:￥20Ks30
34,34
0,)
1,JULY2010 
2,本刊与美国
3,( 
4,版权合作
5,唐山大地震》震撼上映
6,徐帆&冯小刚
7,"爱,要不断重建"
8,7月号邮发代
9,丽夫泰勒
10,偷香精灵
11,美国传奇姐妹花
12,赵小兰赵安吉
13,人生90%是参与
14,韩国麻辣女作家南仁淑
15,嫩、焕肤、紧肤、
16,女人是男人的
17,透明质酸注射、BOTOX 
18,升级版
19,COSMO 美容编辑
20,亲历医学美容
21,14
22,招把白色
23,穿彩
24,要不要嫁
25,“怪蜀黍
26,与老男人
27,美女医生早餐桌
28,谈恋爱必读
29,挑战亚洲禁忌色
30,平底鞋时髦态度
31,炫彩图案
32,时尚杂志2010年第13期总第
33,iss1005-1988
34,点亮夏天
35,www .hicosmo.com
36,9771005198108
37,issn1005-1988f国际标准刊号C1-3327/o(国内统一刊号)定价:￥20k0
38,38
0,AUGUST2010 
1,本刊与美国
2,《COSMOPOLITAN 》
3,版权合作
4,Sexy 
5,Issue 
6,8月号邮发代号4-199
7,17
8,周年巨制
9,新性感
10,时尚杂志2010年第15期总第318期
11,ISSN1005-1988
12,www .hicosmo.com 
13,S100-188标准号)C-37(国内统一利号定价:￥20hk3
14,号定价:￥20HK$30
15,15
0,00
1,9月号邮发代号:46-199
2,多样性
3,周迅
4,全亚洲独家专访
5,Gossip Girl 作者塞西莉
6,懒人养生法
7,我爱八卦我很毒
8,秋冬彩妆趋势
9,要不要调查未婚夫?
10,大法则补
11,50
12,招
13,新季时装能量
14,经典调情
15,催眠、占星、命理
16,格子大热
17,女巫的爱情预言可信吗?
18,教你穿得
19,不老不土不乡村
20,换季保湿
21,不如换计保湿
22,在性中表达爱
23,14
24,时尚杂志2010年第17期总第320期
25,iss1005-1988
26,身体自信的秘密
27,whicosmo .com 
28,9771005198108
29,s-19国际标准到号Cn-3327/G0国内统一定价
30,30
0,OCTOBER2011 
1,本刊与美国
2,COSMOPOLITAN 
3,版权合作
4,格温妮丝·帕尔特洛
5,10月号邮发代号
6,不为名利复出
7,婚变后首度袒露心声
8,张柏芝
9,我的缺点就是我的优点
10,不做护肤
11,微博红人作业本
12,纠结姐
13,成名一点不好玩
14,4位女性分享
15,《婚姻去》新解释热议
16,我的审美生活
17,婚前协议
18,你们怎么睡?
19,爱侣同床大揭秘
20,你签不签
21,“装”时代怎么混
22,16od
23,秋冬潮流新品
24,分时护肤术
25,潮
26,案
27,时尚杂志2011年第18期总第346期
28,1S51005-1988
29,www .hicosmo.com
30,977100518092
31,@时尚COSMOPO A
32,定价:￥20HK$30
33,33
0,寺C
1,AN 
2,NTOBER2011 
3,权合作
4,格温妮丝的尔特洛
5,不为名利复出
6,10月号邮发代号4699
7,婚变首度袒露心声
8,张柏芝
9,我的缺点就是我的优点
10,不做护肤
11,纠结姐
12,特别策划
13,4位女性分享
14,我的审美生活
15,微博红
16,你们怎么睡?
17,成名点玩
18,爱倡同床大揭秘
19,lold 
20,“装时代怎么混
21,秋冬潮流新品
22,婚协议你签不签
23,分时护肤术
24,时尚杂志2011年第期总第340期
25,IsN1005-1988
26,潮人
27,19
28,www .hic
29,.com
30,JOPOLITAN 
31,s1005-19国际标准刊号
32,定价:￥20HKs30
33,33
0,November2011 
1,李冰冰
2,激情佛罗伦萨
3,10月号邮发代号46-19
4,男人还能
5,靠多人
6,6位潮人教你
7,买得起还要
8,衬得出
9,秋冬大热
10,制服诱惑
11,林
12,幸福是种感知力
13,50
14,个秒杀他的
15,时装是天堂
16,魅惑绝技
17,还是炼狱
18,明星御用化妆师支招
19,终结无印象脸
20,he hottest 
21,时尚杂志2011年第21期总第348期
22,SN1005-1988
23,打造我品牌
24,www .hicosmo.com
25,977100198092
26,@时尚COSMOPOLITAN 
27,-3327/G(国内统一刊号)定价:￥20K$30
28,0时尚COSMO 3260(国内统
29,29
0,()
1,AN 
2,November2011 
3,本刊与美国
4,《COSMOPOLITAN 
5,版权合作
6,10月号邮发代号4619
7,男人还能
8,多人
